proba_oof,y
0.8631968488330839,1
0.47279237245352657,1
0.8348332993420542,1
0.4559946422369933,1
0.8560286449625835,1
0.8878873530188348,1
0.7961092247239913,1
0.5619889840033041,1
0.49121129031432437,1
0.7752616365319847,1
0.8561798991395171,1
0.6305211400987855,1
0.46372306418769227,1
0.9130942126558738,1
0.8797162844006646,1
0.3392619595036644,1
0.8040444284690388,1
0.9169461158868725,1
0.4298980728673698,1
0.526651145276028,1
0.791489946540066,1
0.5308358216225967,1
0.8396904681798748,1
0.907139745675976,1
0.7179631457137572,1
0.7011277224378073,1
0.6557383919076767,1
0.5031188072668525,1
0.7820221566916407,1
0.6364127081072392,1
0.732117967866638,1
0.15438557963099103,1
0.9021471368232605,1
0.9240455732545162,1
0.1637419010758553,1
0.937059446430072,1
0.8457508923198606,1
0.799129388517606,1
0.39051556478566063,1
0.2686125456589937,1
0.8067992561359103,1
0.29463748107142596,1
0.9249472991049451,1
0.6256396284127831,1
0.7327902991669912,1
0.8769043284532522,1
0.8016336824361978,1
0.5375741687851017,1
0.7635983666968251,1
0.29307589614775825,1
0.7894571670866737,1
0.8586302089749616,1
0.8371584961469488,1
0.8369279843370483,1
0.5698509926043123,1
0.7287145398031201,1
0.8048896499609851,1
0.8877836168522011,1
0.8119048889265673,1
0.5070407236926218,1
0.5327322607586868,1
0.832736398191937,1
0.6598557899935623,1
0.27914988804369373,1
0.7823837358420878,1
0.8812389544260081,1
0.7573314747465452,1
0.7814133245408903,1
0.49976691168667636,1
0.8244501629841088,1
0.7773226016737101,1
0.7920625100094333,1
0.704892425933668,1
0.6084321095712338,1
0.26312464491266163,1
0.8316641669649051,1
0.9135278917062921,1
0.8498813329652076,1
0.3459621314352516,1
0.18190185081352514,1
0.49397528430568316,1
0.5406007884817124,1
0.6962069933528598,1
0.6108493289123441,1
0.46796949934904786,1
0.45393207218408527,1
0.6420470877836434,1
0.7611910459200076,1
0.27345043886331677,1
0.7597655283445548,1
0.9105683895885354,1
0.8019096126314582,1
0.2986498604738054,1
0.8718634804530414,1
0.14933707807278165,1
0.8444763590600313,1
0.6567559368934749,1
0.7106148279040417,1
0.5400776515613083,1
0.5676391232375599,1
0.5431081276401581,1
0.8115328067114226,1
0.8604787454065221,1
0.855594000988532,1
0.41459889180211823,1
0.5181802596974643,1
0.448349748337158,1
0.4747529712108791,1
0.7918795386933728,1
0.29056847871846253,1
0.8797445812885377,1
0.8990119657316751,1
0.7943918890719378,1
0.2556848537312062,1
0.5809825151323393,1
0.7966727282000394,1
0.5608292686504014,1
0.7831386170431667,1
0.11100292877006238,1
0.7937160322890663,1
0.4546937737395154,1
0.47047504535752027,1
0.910394750872204,1
0.6718242297388151,1
0.7948817730710457,1
0.6857666025854304,1
0.8439153105765038,1
0.8071302654876474,1
0.9064374020019085,1
0.7114893861115525,1
0.8525346986711184,1
0.8800258498303096,1
0.7279428435798808,1
0.1346547081927584,1
0.7219447965848498,1
0.8227835736826958,1
0.8470873511873563,1
0.8586898295934896,1
0.859135619232467,1
0.813689896829611,1
0.820524862428076,1
0.5120929046287582,1
0.814831614329795,1
0.7872513253856789,1
0.874365438275634,1
0.6932920876766999,1
0.5630565770429076,1
0.7543947943991377,1
0.4089932172269454,1
0.8015270596781446,1
0.873977144849357,1
0.8195928910649023,1
0.782444988967299,1
0.6207613059594856,1
0.3115143786201262,1
0.8911394510098979,1
0.40126932058437853,1
0.7021369930465752,1
0.7629111584497295,1
0.829452783881314,1
0.7927686907335826,1
0.810094846789129,1
0.020076609329658265,1
0.9294194634447562,1
0.7954142762672235,1
0.8020989387058206,1
0.3852352364496559,1
0.7985566556810989,1
0.8909794998936598,1
0.7699090634759218,1
0.5422375464302305,1
0.8589425643133537,1
0.5834921828727218,1
0.876105585625196,1
0.7706504566969288,1
0.750012703311964,1
0.8138341291890162,1
0.8514112107899924,1
0.8638325030863098,1
0.9105392261166234,1
0.23133751970593847,1
0.5328540973230047,1
0.10641778209432559,1
0.811677483037109,1
0.7966939827625065,1
0.6000924722189507,1
0.6302343571051654,1
0.9589185525119898,1
0.8676588604221598,1
0.6848348448149556,1
0.7535145885334739,1
0.4784895355307201,1
0.4788760420791799,1
0.8997815273040133,1
0.7623243542412739,1
0.5989845614230287,1
0.867369169922732,1
0.6557469162806949,1
0.8422363441765758,1
0.6681390992850171,1
0.7654305885490217,1
0.9457750940073801,1
0.7022179525685955,1
0.7459339443791873,1
0.38848733383708406,1
0.8519261571646664,1
0.7972896125123068,1
0.6291905594769566,1
0.8770410708435495,1
0.5358183892447989,1
0.11282360566029485,1
0.3624772816189744,1
0.58663027857786,1
0.237060124210071,1
0.7586263015975137,1
0.928770675169722,1
0.7077438889417855,1
0.7448621407355648,1
0.9384357861966643,1
0.7877700740643916,1
0.9645408272430477,1
0.7121999818239664,1
0.6475985527720529,1
0.8584963224131655,1
0.2725498579801226,1
0.6375617207723949,1
0.86667202337496,1
0.6040340864281749,1
0.15774684963283647,1
0.8851908880588388,1
0.7299357931524559,1
0.8346076248216813,1
0.6286013007723987,1
0.8994531272192449,1
0.7994063963448143,1
0.7565155013439469,1
0.3959566308476487,1
0.8174446076774929,1
0.3638112230456868,1
0.668924001481528,1
0.6009916419781922,1
0.5554301486850419,1
0.7234663590041279,1
0.9153875308847592,1
0.4431509390102399,1
0.053693928190820306,1
0.7451979025966946,1
0.7373444963201427,1
0.7575529580988772,1
0.01700665241319176,0
0.6119449764772682,0
0.02040870649279717,0
0.7285728746166346,0
0.04399536091628999,0
0.5312266533739654,0
0.38390557530307345,0
0.8540306098520833,0
0.13838184253519245,0
0.8843291087451289,0
0.7624760060998137,0
0.8392687490100383,0
0.1866459771562119,0
0.15388067887557338,0
0.1747402727131628,0
0.06347879917622391,0
0.04033652337145438,0
0.14594244301473658,0
0.17630463340049382,0
0.8715012547729767,0
0.7047036883780141,0
0.7779368844012267,0
0.3506528399786224,0
0.8251901613054377,0
0.4734731575939053,0
0.03426676258929583,0
0.6962888395249307,0
0.1430592226069187,0
0.45417285811956437,0
0.6718793637079878,0
0.04089703207479537,0
0.27668274039636903,0
0.6264439601216402,0
0.021073846020073478,0
0.4968914966659015,0
0.026797035022282856,0
0.09982665603886244,0
0.053312709429990286,0
0.38931934789102524,0
0.017479610747811007,0
0.5603962545612013,0
0.04714678441551468,0
0.04008504680176272,0
0.06515179829772363,0
0.7311535898202828,0
0.0472998811350113,0
0.31027998581687577,0
0.620929219843977,0
0.6301829563218102,0
0.6519307799599764,0
0.5140744066680145,0
0.3926676013369666,0
0.8261512843438368,0
0.19196327918715414,0
0.7918551786037086,0
0.08511021277889827,0
0.2837286948185646,0
0.10728292271393942,0
0.5190950535323973,0
0.09074010068644058,0
0.2250777524848848,0
0.15428220811472537,0
0.853779304951796,0
0.06100261037923112,0
0.2007737509782469,0
0.9143373796392715,0
0.49663077578520726,0
0.4889062681268304,0
0.1450660941820712,0
0.48472293099243385,0
0.07057615782722869,0
0.050674573829529855,0
0.03635646272345115,0
0.049235712304876625,0
0.38145243106690496,0
0.050227608730103124,0
0.8725832866606515,0
0.5965463369997058,0
0.026429817763684423,0
0.03936630985977484,0
0.05200980992609277,0
0.8741909256200588,0
0.9178930600711245,0
0.15013169509956367,0
0.48534354230579857,0
0.2767057972714116,0
0.07405697657086728,0
0.3132566935240525,0
0.9360518842547952,0
0.2674557786216954,0
0.2859700699448786,0
0.043594127856056215,0
0.18185174407710408,0
0.16551303941221712,0
0.7330490154871857,0
0.4626783659483573,0
0.0523099911091193,0
0.6042284588711094,0
0.4084538749211948,0
0.03792415189451005,0
0.28885458410174014,0
0.9373917639041459,0
0.3179289197874663,0
0.032439732828360324,0
0.3858006760344394,0
0.13489827518310968,0
0.7887664752152259,0
0.23906019735821474,0
0.09984791843483815,0
0.3224456572672275,0
0.0821783608746059,0
0.8579154070274096,0
0.11846050255025836,0
0.8122609867635121,0
0.03941875194461326,0
0.11606337729550464,0
0.8355138444529846,0
0.17411664631611518,0
0.23447767461997793,0
0.2320025513312044,0
0.022899133300247173,0
0.17752259839290233,0
0.021167056422163773,0
0.19895014614541096,0
0.03941499029240022,0
0.29158633727813915,0
0.28953795497493334,0
0.03263491425442834,0
0.06910202147686072,0
0.09603467930019183,0
0.33827420044918305,0
0.0465151536048252,0
0.12545063134439824,0
0.432513854908976,0
0.046090802385565795,0
0.044457531394795025,0
0.100458839599686,0
0.8073810955348062,0
0.0779632080983092,0
0.4060719937978345,0
0.6743042390521043,0
0.07787558950221911,0
0.08215502789908911,0
0.12262525379665416,0
0.06703984439492046,0
0.03651589218514056,0
0.030300154547808832,0
0.7221046120659862,0
0.6798843448592466,0
0.1411106338773436,0
0.6845956682795284,0
0.04461967725531593,0
0.04114617894375919,0
0.04377825271171346,0
0.40914854249027743,0
0.43890788049818374,0
0.7759909841737729,0
0.4300342662468215,0
0.04591938616516656,0
0.05058173609658559,0
0.7851439682475715,0
0.010160890578089743,0
0.6933418973021321,0
0.5983386723800702,0
0.16326437515394615,0
0.06722692367110919,0
0.15990267818725198,0
0.021166628767843053,0
0.18897326572305514,0
0.04789350760275436,0
0.051249309452699995,0
0.7698291792557063,0
0.045842110504937174,0
0.5873874304117099,0
0.3493333183138798,0
0.5933702261706454,0
0.0245320912049497,0
0.6760059722612002,0
0.20433209434867766,0
0.2495884562365034,0
0.5394691778734028,0
0.39140320621239827,0
0.08728765012984126,0
0.5824334362528428,0
0.6963031950525611,0
0.4956742918994012,0
0.5205971117228373,0
0.6001384645995979,0
0.03713339507242154,0
0.42896330929101695,0
0.65883038417519,0
0.04793079201806592,0
0.06340948262232225,0
0.3805574775620573,0
0.038347763778026206,0
0.7803089453812455,0
0.04108996600431027,0
0.035561936637362034,0
0.5010181210301704,0
0.5985665739815591,0
0.1261274626192554,0
0.7658966894875981,0
0.06828079030727104,0
0.07371784900831257,0
0.45900732411429435,0
0.18459594208414684,0
0.020138085507161674,0
0.8921770692911908,0
0.24877219653727722,0
0.1888131801144591,0
0.045538676818726066,0
0.05194895591597678,0
0.06958696053584348,0
0.258427770120676,0
0.730039536135248,0
0.033852753077479765,0
0.730541498405019,0
0.75691235662054,0
0.33112986171663245,0
0.3171164332037916,0
0.6602826881403411,0
0.061682187696739825,0
0.012813563168119404,0
0.2605712545726492,0
0.1543262524110551,0
0.10282832899159261,0
0.7294001973585458,0
0.03409973772314858,0
0.5941046037171409,0
0.606194185460744,0
0.612183739568257,0
0.08499476317548275,0
0.29129456453654884,0
0.8508317213916966,0
0.06627088641645568,0
0.30068018852851347,0
0.0647691673276944,0
0.04082117194704981,0
0.044252525950697,0
0.1421339858183972,0
0.1583810402139699,0
0.3475142320394051,0
0.5083723053415382,0
0.823855072715556,0
0.042467926077866265,0
0.4165207702894372,0
0.6775337532609372,0
0.030802442871518534,0
0.056643553211465275,0
0.0677896074761451,0
0.6673457254575054,0
0.5390336543786172,0
0.6249614410243496,0
0.4313551700879853,0
0.07946891376952071,0
0.81467303797834,0
0.5689449714421453,0
0.2582797413457753,0
0.7167770634571474,0
0.5619697602899154,0
0.10492278933506206,0
0.30200103200746864,0
0.4022131670828947,0
0.12839312981759826,0
0.044077977461478506,0
0.15134876134613917,0
0.148568898169158,0
0.19513748045316678,0
0.6366411896552695,0
0.2588023463490521,0
0.07559629986963479,0
0.10705657606342796,0
0.5292002193965161,0
0.19002839600460028,0
0.6235358739715405,0
0.11721119325045141,0
0.04658313704320388,0
0.426053585626466,0
0.07179906340571036,0
0.06490574711324983,0
0.08806268039905434,0
0.8150740551303199,0
0.053609907830886615,0
0.04676284530397459,0
0.2721025976097453,0
0.054095984485027254,0
0.10743491994794069,0
0.4361727124518359,0
0.5209696806893953,0
0.03769139365128936,0
0.23068769062382372,0
0.06509380543313072,0
0.058070390510727626,0
0.3464812520321318,0
0.4266774493686854,0
0.35988597246721027,0
0.03395077830035392,0
0.08117085423936961,0
0.06484259888344154,0
0.10201122709081116,0
0.8051983743585683,0
0.13313797492793666,0
0.8822636087937332,0
0.4472265867576094,0
0.3007261159720199,0
0.04133655103386378,0
0.2945842429010839,0
0.07423131176746448,0
0.275136540877425,0
0.04919262625317909,0
0.19613717443444662,0
0.08030297342064603,0
0.6858451086059354,0
0.03637388556203198,0
0.7579146351140287,0
0.030156275803269586,0
0.6950622852016114,0
0.07694327360200401,0
0.09023693367392335,0
0.8788744655111236,0
0.08223795776914782,0
0.4901418070481853,0
0.4954473388634515,0
0.3882168575399438,0
0.15334604094326829,0
0.02632712551718856,0
0.2356703927761735,0
0.09773887995403502,0
0.5229899019878552,0
0.05972274280177656,0
0.39233665473879625,0
0.37005766991192296,0
0.03483010174571737,0
0.07092329494739483,0
0.8083746501744535,0
0.02507700722100457,0
0.8099847903242919,0
0.22693886686497436,0
0.20014176432567962,0
0.08136926183429673,0
0.4933616977871698,0
0.35785922228582456,0
0.32704594107872553,0
0.41551654751725636,0
0.06311926102685754,0
0.7854749231188829,0
